@relation G__Datasets_5151_training_data_5151

@attribute text string
@attribute @@class@@ {neg,neu,pos}

@data
' उनमें चार-पांच गाने, तीन-चार धांसू फाइट सीन, एक कैबरेनुमा आइटम सांग, थोड़ी बहुत मस्ती, गलतफहमियां और हैप्पी एंडिंग होती थीं\r\n',pos
' उनमें भरपूर आत्मविश्वास है और अन्नू कपूर जैसे अभिनेता के सामने वे कम नहीं लगे हैं\r\n',pos
' उनसे और बेहतर की उम्मीद की जा सकती है\r\n',pos
' उन्हें अचानक सफलता मिलती है तो वे यकीन नहीं कर पाते हैं और उन्हें लगता है कि वे सपना देख रहे हैं\r\n',pos
' उन्हें केवल वो काम दिया गया जो उनके लिए जरूरी था\r\n',pos
' उन्हें युवावस्था से बुढ़ापे तक के मांझी के चरित्र को निभाने में अनेक रूपों और भंगिमाओं को आजमाने का मौका मिला है\r\n',pos
' उन्होंने अपने अभिनय से अपने किरदार को फूहड़ नहीं होने दिया है\r\n',pos
' उन्होंने अपने कलाकारों से अच्छा काम लिया है और कुछ इमोशनल सीन अच्छे फिल्माए हैं\r\n',pos
' उन्होंने एक सरल, सहज  और डरपोक पृथ्वी की भूमिका को जस्टिफाई किया है\r\n',pos
' उन्होंने कहानी के चारों रॉ एजेंटों को जेम्स बॉन्ड या \'एक था टाइगर\' स्टाइल का एजेंट नहीं दिखाया\r\n',pos
' 80 साल की दहलीज पर जा पहुंची आशा ने बतौर कलाकार अपनी पहली ही फिल्म में बेहतरीन ऐक्टिंग की है\r\n',pos
' उन्होंने कुछ सीन बेहतरीन फिल्माए हैं, जिसमें से एक का उल्लेख जरूरी है कि जोया और परमा ढूंढते हुए उनके घर वाले एक जगह साथ पहुंचते हैं\r\n',pos
' उन्होंने न केवल तमाम कलाकारों से बेहतरीन अभिनय करवाया है बल्कि तीन पीढ़ी (दादा-बेटा-पोता) को अच्छी तरह से पेश किया है\r\n',pos
' उन्होंने फिल्म के तीनों अहम किरदारों से अच्छा काम लिया और स्क्रिप्ट की डिमांड पर हॉट सीन्स को इस स्टाइल में पेश किया कि कहानी का अहम हिस्सा नजर आते हैं\r\n',pos
' उन्होंने फिल्म में पूरी मस्ती की है\r\n',pos
' उन्होंने भावुकता से भरी प्रस्तुति के बजाय हास्य के साथ कहानी को प्रस्तुत किया है\r\n',pos
' उन्होंने मांझी के व्यक्तित्व को समझने के बाद उसे प्रभावशाली तरीके से पर्दे पर उतारा है\r\n',pos
' उन्होंने शीर्षक भूमिका के महत्व का खयाल रख है\r\n',pos
' उन्होंने हर किरदार से अच्छा काम लिया\r\n',pos
' उम्दा प्रस्तुतिकरण की वजह से यह डार्क मूवी दर्शक को बांध कर रखती है\r\n',pos
' उस दौर दौर के माहौल को बेहतरीन तरीके से परदे पर उतारा गया है\r\n',pos
' 80-90 के दशक के कई सुपरहिट गानों को कुछ अलग स्टाइल में ऐसे असरदार ढंग से पेश किया गया है जो अच्छा लगता है\r\n',pos
' उस पर अपनी शारीरिक  कद-काठी हावी नहीं होने दी\r\n',pos
' उस वक्त में बनीं ऐसी फिल्में बॉक्स ऑफिस पर प्रड्यूसर को लागत से डबल मुनाफा देने लगीं\r\n',pos
' उसका भोलापन, ईमानदारी और जिंदगी के प्रति सकारात्मक रवैया एक सुखद अहसास कराता है\r\n',pos
' उसकी जगह कोई सशक्त अभिनेत्री होती तो फिल्म का प्रभाव और बढ़ता\r\n',pos
' उसकी बहादुरी देखकर सहर (प्राची देसाई) उसे चाहने लगती है\r\n',pos
' उसकी मां जरीना वहाब और बहन शिवानी (मिनी माथुर) उसकी गलतियों को अनदेखा कर हमेशा यह अहसास दिलाती हैं कि वह बेस्ट है\r\n',pos
' उसके साथ एक सामान्य-सा पुलिस ऑफिसर है और सिटी ऑफ जॉय कोलकाता शहर भी इस फिल्म में अहम भूमिका निभाता है\r\n',pos
' ऋषि कपूर का जवाब नहीं\r\n',pos
' ऋषि कपूर ने अपने दमदार अभिनय से हर किसी को प्रभावित किया है\r\n',pos
' ऋषि कपूर, आयुष्मान की दमदार ऐक्टिंग\r\n',pos
' अंकित तिवारी और अमाल मलिक ने अच्छा म्यूजिक दिया और तर्कसंगत गीतों को कुमार ने अपनी लेखनी से सजाया है\r\n',pos
' ऋषि-रणधीर के बीच के सारे दृश्य, अक्षय कुमार का पहला सीन, मगरमच्छ वाला दृश्य हास्य से भरपूर हैं\r\n',pos
' एक कॉलेज गोइंग लड़के के तौर पर कार्तिक ने अच्छा काम किया है\r\n',pos
' एक गुस्से वाले पंजाबी डैड का रोल बखूबी निभाया है\r\n',pos
' एक छोटे शहर का बैकड्रॉप और वहां होने वाली राजनीति को उन्होंने जीवंतता के साथ पेश किया है\r\n',pos
' एक तरह से उसने पढ़े-लिखे लोगों को संतुष्ट करने की कोशिश की है\r\n',pos
' एक दिन एक प्रकाशक उसकी कहानी पब्लिश करने के लिए तैयार हो जाता है\r\n',pos
' एक बच्चे के पिता और फोर्टी प्लस का किरदार निभाने में उन्होंने हिचक नहीं दिखाई है\r\n',pos
' एक बच्चे के लिए इस फिल्म में हर पल एक एडवेंचर है\r\n',pos
' एक बार फिर प्रभुदेवा उसी पुराने ट्रैक पर लौटे हैं, जिस पर चलकर उन्होंने बॉलिवुड में कामयाबी का स्वाद चखा\r\n',pos
' एक रेस्टॉरेन्ट की फाइट ही उल्लेखनीय है जिसमें एक बड़ी फिश को एजेंट जे मार गिराता है\r\n',pos
' \'अंधा घोड़ा रेस में दौड़ा\' गाने का फिल्मांकन अच्छा बन पड़ा है\r\n',pos
' एक लेखक का उपन्यास इतना हिट हुआ कि उसने साढ़े पांच साल सिर्फ रॉयल्टी के दम पर जिंदगी के मजे लूटे\r\n',pos
' एक शादी-शुदा कपल के रिश्ते को आधार बनाकर बेहतरीन हास्य और रोमांस का ताना-बाना बुना गया है\r\n',pos
' एक साथ कई सारी बातें होने के बावजूद बहुत ही व्यवस्थित ढंग से पेश की गई है\r\n',pos
' एक सीन में रघु उसे कपड़े उतारने को कहता है और इस सीन में उनके चेहरे के भाव देखने लायक है\r\n',pos
' एक-एक शॉट में पार्थो की मेहनत साफ नजर आती है\r\n',pos
' एक-दूसरे को बेहतर बनाने की कोशिश करते हैं\r\n',pos
' एकसूत्रीय कहानी कहीं बोझिल नहीं लगती\r\n',pos
' एक्टिंग के साथ-साथ उन्होंने गाने गाए, डांस किया और स्विमिंग पुल में छलांग तक लगाई\r\n',pos
' एक्टिंग से कहीं ज्यादा इन सभी में अपनी ब्यूटी को ज्यादा से ज्यादा कैमरे के सामने परोसने और डबल मीनिंग डायलॉग बोलने की प्रतिस्पर्धा लगी रही, जिसका सीधा फायदा डायरेक्टर को मिला\r\n',pos
' एक्शन के साथ-साथ वे इमोशनल दृश्यों में भी बेहद प्रभावी रहे हैं\r\n',pos
' अंबर सिंह के पास रब का दिया सबकुछ है, खूबसूरत पत्नी (टिस्का चोपडा) और तीन बेटियां हैं\r\n',pos
' एक्शन दृश्यों में वे नेचुरल लगे हैं\r\n',pos
' एजर्टन ने अपना काम बखूबी किया है\r\n',pos
' एजर्टन ने फिर भी इसे बैलेंस रखने की भरसक कोशिश की है\r\n',pos
' एजीफोर और किडमैन अच्छे हैं\r\n',pos
' एजेंट जे टाइम ट्रेवल के जरिये 1969 में पहुंच कर न केवल एजेंट के की जिंदगी बचाता है बल्कि एक बार फिर पृथ्वी को दूसरे ग्रहों के वासियों से पैदा होने वाले खतरे से रक्षा करता है\r\n',pos
' एजेंट जे भी वर्ष 1969 में पहुंच जाता है और न केवल एजेंट के को बचाता है बल्कि आर्कनेट के जरिये पृथ्वी को भी बचाने में कामयाब होता है\r\n',pos
' एडिथ कशिंग, जिटरे केंद्रित किरदार में हैं\r\n',pos
' ऐसी सिंपल कहानी के साथ दर्शकों को जोड़ना आसान नहीं होता, लेकिन अनुराग ने अपने सशक्त निर्देशन के दम पर ऐसा कर दिखाया है\r\n',pos
' ऐसी हालत में माई की बड़ी बेटी मधु आगे आती है और अपने हसबैंड की नाराजगी मोल लेकर भी माई को अपने साथ रखती है\r\n',pos
' ऐसे में अगर इस फिल्म में कुछ खास है, तो बरसों से सभी को अपनी आवाज का दीवाना बना रही प्लेबैक सिंगर  आशा भोंसले की मौजूदगी\r\n',pos
' अक्षय और रोनित के ऐक्शन सीन्स का जवाब नहीं\r\n',pos
' ऐसे में अचानक एक दिन पृथ्वी के बैंक खाते में 100 करोड़ रुपए जमा  हो जाते हैं\r\n',pos
' ऐसे में इतनी साफ-सुथरी फिल्म बनाने की हिम्मत अगर कोई करे तो उसकी तारीफ करनी होगी\r\n',pos
' ऐसे में कंगना ने जब इस बोल्ड किरदार को साइन किया तभी से कुछ अलग स्टाइल से करने की प्लानिंग शुरू की दी\r\n',pos
' ऐसे में करन, अनुराग, जोया और दिबाकर सभी दर्शकों के जेहन में अपनी खास पहचान छोड़ने में कामयाब हैं\r\n',pos
' ऐसे में जब भविष्यवाणी के अगले ही दिन अजय को सात दिनों में बिल्डर से प्रड्यूसर बने वर्मा (विपिन शर्मा) ने फिल्म की स्क्रिप्ट लिखने के लिए तीन लाख रुपये अडवांस में दिए तो उनके सपनों को पर लग गए\r\n',pos
' ऐसे में नए डायरेक्टर  संजय अमर की तारीफ करनी होगी, जिन्होंने कहानी के साथ स्टार्ट टू लास्ट बांधे रखा\r\n',pos
' ऐसे में यह कमाल की फिल्म दिखाई पड़ती है\r\n',pos
' ऐसे में विष्णु शर्मा (जिमी शेरगिल) इस मॉल में सिक्यॉरिटी की कमान संभालता है\r\n',pos
' ऐसे में शादी टूटने के बावजूद रानी अकेले ही पेरिस में हनीमून के लिए निकल पड़ती है\r\n',pos
' ऐसे में सलमान के भाई अरबाज खान इस नाम को दोबारा कैश करने का मोह भला कैसे छोड़ते? अरबाज को लगा कि बॉक्स ऑफिस पर सलमान का नाम ही काफी है, इसलिए फिल्म के निर्देशन की कमान भी संभाली जाए\r\n',pos
' अक्षय का खासतौर से एक सीन जब भारतीय तिरंगा आसमान में लहराता है तो उनके चेहरे के भाव को देखते ही आप भी भावुक हो जाते हैं\r\n',pos
' ऐसे में, जब उसके पास मुंबई में पुलिस फोर्स में भर्ती के लिए इंटरव्यू लेटर आया, तो उसे अपना सपना साकार होता नजर आने लगा\r\n',pos
' ओम पुरी और दीप्ति नवल ने अपने किरदारों को खूबसूरती से निभाया है\r\n',pos
' ओमी को अपने दोस्तों का साथ हर सूरत में पसंद है\r\n',pos
' ओमी वैद्य जरूर कुछ जगह अपने संवादों से हंसाते हैं\r\n',pos
' और फिल्म में पंजाबी मिक्स अंग्रेजी का तो कहना ही क्या\r\n',pos
' कंगना का फेस एक्सप्रेशन, उनकी डायलॉग डिलीवरी और कृष-3 के बाद एकबार फिर उनके ऐक्शन, स्टंट सीन लाजवाब हैं\r\n',pos
' कंगना का मुजरा ही इस फिल्म की सबसे बड़ी यूएसपी है\r\n',pos
' कई देशों की सैर करवाई गई\r\n',pos
' कई फाइटिंग सीक्वेंस जबरदस्त बन पड़े हैं\r\n',pos
' कई सीन्स में जिमी ने सैफ को अच्छी टक्कर दी है\r\n',pos
'  इस फिल्म को टैरनटिनो की सबसे महत्वाकांक्षी और टेक्निकली चैलेंजिंग फिल्म भी कहा गया है\r\n',pos
' अक्सर इतने सारे भारी-भरकम किरदारों के कारण कहानी दब जाती है, लेकिन द एवेंजर्स यहीं सबसे अलग है\r\n',pos
' कट्टरपंथी धार्मिक नेता बने सुधीर पांडे ने अपनी दमदार मौजूदगी दर्ज करायी है\r\n',pos
' कबीर की इस फिल्म में सलमान ने भी अपनी पिछली मसाला फिल्मों में बनी इमेज से हटकर कुछ अलग इमेज बनाने की कोशिश की है\r\n',pos
' कभी जिमी शेरगिल को लीड किरदार में लेकर \'हासिल\' बना चुके धूलिया की पिछली लगभग सभी फिल्में बॉक्स ऑफिस पर अपनी कॉस्ट निकालने के साथ दर्शकों और समीक्षकों की कसौटी पर भी खरी उतरीं\r\n',pos
' कभी सड़क किनारे फुटपाथ पर बैठकर भीख मांगने वाला नगोरी अब ऐसा डॉन बन चुका है, जिसके दरबार में एमएलए से लेकर मिनिस्टर और आला अफसर हाजिरी लगाने पहुंचते हैं\r\n',pos
' कभी सलमान के बैनर तले \'चिल्लर पार्टी\' जैसी कमाई वाली फिल्म बना चुके यंग डाइरेक्टर नितेश तिवारी ने अपनी पिछली फिल्म की तर्ज पर इसबार भी एक अच्छा मेसेज देने का कोशिश की है\r\n',pos
' कमजोर डायरेक्शन और स्क्रिप्ट के बावजूद दर्शक इस फिल्म के साथ अगर बंध पाता है तो इसकी वजह फिल्म का सुरीला म्यूजिक और रज्जाक खान, मुकेश तिवारी और यशपाल शर्मा की बेहतरीन ट्यूनिंग है, जिनके हल्के-फुल्के डॉयलॉग दर्शकों को बांधे रखते हैं\r\n',pos
' कमजोर स्क्रिप्ट के बावजूद सब्बीर खान ने ऐसे मसाले फिट करने में कोई कसर बाकी नहीं छोड़ी जो यंगस्टर्स की कसौटी पर खरा उतरने का दम रखते हैं\r\n',pos
' कमाल का काम किया है\r\n',pos
' कमाल के पात्र और उनके द्वारा की जाने वाली मजेदार हरकतें बच्चों को मजा देती है\r\n',pos
' करीना के करियर की बेहतरीन फिल्मों की बात होगी तो हिरोइन का जिक्र जरूर होगा\r\n',pos
' अगर आप माधुरी के फैन हैं तो आपके लिए इस फिल्म में बहुत कुछ है\r\n',pos
' करीब छह दशक बाद हरि एक बार फिर फिल्मों से जुडे़ और उन लोगों के लिए ऐसी फिल्म बनाई जो चालू मसाला मूवीज़ की भीड़ में कुछ नया देखना चाहते हैं\r\n',pos
' करीब ढाई घंटे की इस फिल्म का विजुअल ट्रीटमेंट मजेदार है\r\n',pos
' कलाकारों की भीड़भाड़ के बीच राज बब्बर इकलौते ऐसे कलाकार हैं, जिन्होंने अपनी दमदार एंट्री दर्ज कराई है\r\n',pos
' कल्कि बेहतर हो रही हैं\r\n',pos
' कसी हई दमदार स्क्रिप्ट सधा हुआ निर्देशन और फिल्म के लगभग सभी कलाकारों से अच्छी परफॉर्मेंस लेकर विकास ने इस बार भी अपनी प्रतिभा का लोहा मनवाया है\r\n',pos
' कसी हुई स्क्रिप्ट, मंझा हुआ अभिनय, बेहतरीन लोकेशन के साथ माहौल और कहानी पर फिट संगीत के अलावा कंगना की गजब की ऐक्टिंग के साथ एलएसडी-शाहिद फेम राजकुमार यादव (नया नाम राजकुमार राव) का दमदार अभिनय इस फिल्म की यूएसपी है\r\n',pos
' कहने को ये अर्जुन कपूर की पहली फिल्म है, लेकिन उन्होंने परमा की जो बॉडी लैंग्वेज पकड़ी है वो कमाल की है\r\n',pos
' कहा जा सकता है कि दूसरे भाग की तुलना में तीसरा भाग ज्यादा दमदार है\r\n',pos
' कहा जाए कि यह परफेक्ट है\r\n',pos
' कहानी ऐसी चुनी गई जिस पर तेलुगु, तमिल और कन्नड़ में फिल्में बनीं और सुपरहिट भी रहीं\r\n',pos
' अगर ऐसी किसी फिल्म के मजे लेने के इरादे हों तो लाइब्रेरी को टटोलें\r\n',pos
' कहानी की रफ्तार कहीं धीमी नहीं पड़ती\r\n',pos
' कहानी खूबसूरत शहर चंडीगढ है\r\n',pos
' कहानी में कहने को बहुत ज्यादा नहीं है, फिर भी उन्होंने बेहतरीन ऐक्टिंग, गजब फटॉग्राफी और यादगार लोकेशन के दम पर दर्शकों को अंत तक बांधे रखा है\r\n',pos
' कहानी में रोमांटिक एंगल भी रखा गया है जो समय समय पर फिल्म की रफ्तार को धीमा करता है लेकिन फिल्म का क्लामैक्स, स्पोर्ट बेस्ड फिल्मों के जैसे ही आपको तालियां बजाने के लिये विवश जरूर करता है\r\n',pos
' काजल ऐसी सोशल वर्कर है, जो कुछ भी गलत होता देख झट पुलिस के पास कंप्लेंट कराने पहुंच जाती है\r\n',pos
' कान फिल्म फेस्टिवल सहित दुनिया के कई नामी फिल्म फेस्टिवलों में इस फिल्म को खूब तारीफें मिलीं\r\n',pos
' कानून तोड़ने वालों को कानून का सबक सिखाना सरकार अच्छी तरह जानता है\r\n',pos
' कानूनी लड़ाई को लगातार आगे टलता देख अंशुल का भाई आकाश (अध्ययन) अपनी मां के साथ इंसाफ की लड़ाई में शामिल हो जाता है\r\n',pos
' किरदारों का लुक ऐसा है, जो दर्शकों को अपनी नजरें स्क्रीन के साथ बांधे रखने को मजबूर करता है\r\n',pos
' किरदारों को एमी पेह्लर, बिल हेदर, फिल्लिस स्मिथ ने बढ़िया आवाज दी है\r\n',pos
' अगर कंगना के डांस या मुजरे की बात करें तो यकीनन कंगना की मेहनत साफ नजर आती है\r\n',pos
' किस तरह से विद्या का सफर राना के सहारे आगे बढ़ता है यह रोचक तरीके से दिखाया गया है\r\n',pos
' किसी ‍फ्लॉप फिल्म का रीमेक बनना बिरला उदाहरण है\r\n',pos
' कुंदन के एकतरफा प्यार को त्रीवता के साथ दिखाया है\r\n',pos
' कुछ ऐसी ही तारीफें कंगना इस शुक्रवार पर्दे पर उतरी  रज्जो के लिए भी बटोर रही हैं\r\n',pos
' कुछ कमियों के बावजूद ये फिल्म मनोरंजन करने में कामयाब होती है\r\n',pos
' कुछ गाने अच्छे हैं तो कुछ ब्रेक लेने के काम आते हैं\r\n',pos
' कुछ दृश्यों में उनका अभिनय कमजोर भी रहा है, लेकिन उनके प्रयास में गंभीरता नजर आती है\r\n',pos
' कुछ मुलाकातों के बाद युवान को आयना से प्यार हो जाता है\r\n',pos
' कुछ साल पहले जाने-माने प्रड्यूसर-डायरेक्टर और ऐक्टर शेखर कपूर की \'दस्यु सुंदरी\'  फूलन देवी उर्फ बेंडिट क्वीन को देश-विदेश में दर्जनों अवॉर्ड दिला गई और फिल्म टिकट खिड़की पर सुपरहिट रही\r\n',pos
' कुछ साल पहले तक इस गली का विदेशी पर्यटकों तक में ऐसा जलवा था कि देसी घी के टेस्टी परांठों का स्वाद चखने के लिए टूरिस्ट कैलरी घटने-बढ़ने की बात भूलकर यहां आया करते थे\r\n',pos
' अगर क्वीन की बात की जाए तो इस फिल्म में कंगना ने कैमरे के सामने रानी के किरदार को इतने बेहतरीन ढंग से निभाया है कि क्वीन, कंगना के अब तक के करियर की बेहतरीन फिल्मों की लिस्ट में पहले-दूसरे स्थान पर आएगी\r\n',pos
' कुछ सीन तो कमाल के हैं\r\n',pos
' कुछ सीन्स में उन्होंने गजब काम किया है\r\n',pos
' कुछ ही टीवी शो ऐसे हुए हैं जिनपर बाद में फिल्म बनी और सफल रही\r\n',pos
' कुणाल राय कपूर खूब जमे हैं\r\n',pos
' कुल मिलाकर पैसा वसलू फिल्म है द एवेंजर्स\r\n',pos
' कुसुम नैन के किरदार में अनामिका पांडे ने जरूर कुछ सीन्स में प्रभावित किया है\r\n',pos
' केके मेनन कलाकारों की भीड़ में अलग नजर आते हैं\r\n',pos
' केन्या की बेहतरीन लोकेशन फिल्म का सबसे प्लस पॉइंट है\r\n',pos
' कैमरा तकनीक, ऐक्शन और लेटेस्ट तकनीक की कसौटी पर फिल्म का जवाब नहीं\r\n',pos
' कॉलेज में आयना ( चेतना पांडे) को देखते ही युवान उस पर मर मिटता है\r\n',pos
' अगर स्क्रिप्ट की बात करें, तो इसका पिछली फिल्म से कुछ खास लेना-देना नहीं है\r\n',pos
' कॉलेज में आयना ( चेतना पांडे) को देखते ही युवान उस पर मर मिटता है\r\n',pos
' कोंकणा सेनशर्मा अर्से बाद पर्दे पर आई हैं और ऐक्टिंग के मामले में हमेशा की तरह इंप्रेसिव रही हैं\r\n',pos
' कोच की भूमिका में माधवन ने उम्दा प्रदर्शन किया है\r\n',pos
' कोरियोग्राफर, फाइट मास्टर या स्टार उन पर हावी नहीं होते हैं\r\n',pos
' कोलकाता में आने के बाद इन्हें अहसास होता है कि इस शहर में अपना वजूद बनाने के लिए उन्हें हर काम एकजुट होगा\r\n',pos
' क्रिकेट और बेसबॉल की समानताओं को शायद पहली बार पर्दे पर बेहतरीन ढंग से पेश किया गया है\r\n',pos
' क्लाइमैक्स अच्छा है\r\n',pos
' क्वीन के बाद एकबार फिर कंगना ने खुद को बेहतरीन साबित किया\r\n',pos
' खलनायक के रूप में मनीष चौधरी अपना प्रभाव छोड़ते हैं\r\n',pos
' खासतौर पर पहले घंटे में तो फिल्म बहुत ही मनोरंजक है\r\n',pos
' अगले सात दिनों में इन दोनों की शादी होने वाली है\r\n',pos
' खासतौर पर फरहान की  बीच-बीच में जो कमेंट्री है वो बेहद गुदगुदाने वाली है\r\n',pos
' \'गंगाजल\', \'अपहरण\' के बाद \'राजनीति\' में अजय को लेकर कामयाबी की हैट ट्रिक मना चुके झा ने इस बार भी अच्छी कोशिश की है, जो यकीनन बॉक्स ऑफिस पर दर्शकों की एक खास क्लास को बटोरने का दम रखती है\r\n',pos
' गट्टू के चाचा के रोल में नरेंद्र कुमार प्रभावित करते हैं\r\n',pos
' गांव के सबसे अमीर आदमी (परेश रावल) की इकलौती बेटी मारिया (मधुरिमा) को जॉनी दिल से चाहता है\r\n',pos
' गांव में किसानों को जमीन देने की सोचने लगता है\r\n',pos
' गाने भी उन्होंने  जरूरत भर रखे हैं\r\n',pos
' गिप्पी की मां बनी दिव्या दत्ता ने बेहतरीन ऐक्टिंग की है\r\n',pos
' गुजरात और मध्य प्रदेश की बेहतरीन आउटडोर लोकेशन के साथ कैमरामैन से प्रभु ने बेहतर काम लिया है\r\n',pos
' गुजरात की लोकेशन में शूट इस पूरी फिल्म के हर प्लॉट में अभिषेक अपनी छाप छोड़ने में कामयाब रहे\r\n',pos
' गुब्बारे, आंटीजी और एक मैं और एक तू जैसे गाने तो पहली बार सुनने में ही पसंद आ जाते हैं\r\n',pos
' अजय देवगन का किरदार दमदार है\r\n',pos
' गुरमीत सिंह और राजेश चावला ने मिलकर फिल्म की  चुस्त पटकथा गढ़ी है\r\n',pos
' गुलाबी और मुझे किस कर सकते मजेदार है\r\n',pos
' गोविंदा आला रे और शंभो शिव शंभो का फिल्मांकन अच्छा बन पड़ा है\r\n',pos
' गौतम का शीला की जवानी पर डांस करना और उसकी मम्मी का वहां पहुंच जाना इस हिस्से का बेहतरीन सीन बन पड़ा है\r\n',pos
' गौरी ईशान से प्यार करती रहती है\r\n',pos
' गौरी ने अच्छी स्क्रिप्ट पर ऐसी पावरफुल फिल्म बनाई है, जो एक खास क्लास की कसौटी पर फिट बैठती है\r\n',pos
' ग्वालियर, मुरैना और आगरा के आसपास की लोकेशन पर शूट हुई इस फिल्म में अपने किरदार के लिए कंगना ने वहीं की बोली और स्टाइल को कॉपी करने की अच्छी कोशिश भी की\r\n',pos
' ग्वेन के पिता को न्यूयॉर्क सिटी पुलिस डिपार्टमेंट का कैप्टन बताया जो स्पाइडरमैन को पकड़ना चाहता है, जिससे इस ट्रेक में थोडा कॉमेडी का भी टच आ गया है\r\n',pos
' चंबल की लोकेशन और आसपास के माहौल को कबीर ने अच्छे ढंग से पर्दे पर उतारा है\r\n',pos
' चार्ली और उसकी टीम जो चाहती है, जब चाहती है, बिना किसी मुश्किल के उन्हें वो चीज हासिल हो जाती है\r\n',pos
' अनारकली के लिए अच्छी सिचुएशन बनाई गई है\r\n',pos
' चार्ली के बदले की यह कहानी आठवें-नौवें दशक की फिल्मों का दोहराव मात्र  है, जो तकनीक और वीएफएक्स से अधिक रंगीन, चमकदार और आकर्षक हो गया है\r\n',pos
' चित्रांगदा सिंह का रोल कई शेड्स लिए हुए हैं और उन्होंने भी बेहतरीन अभिनय किया है\r\n',pos
' चित्रांगदा सिंह ने काफी सराहनीय काम किया है\r\n',pos
' चुलबुल अभी भी अपनी ऊपर की कमाई में से पुलिस फंड में हिस्सा देना नहीं भूला है\r\n',pos
' चोरी-छिपे हॉलीवुड फिल्मों से प्रेरणा लेकर जब तक उन्होंने फिल्में बनाईं, उनका काम बेहतर रहा\r\n',pos
' चौकीदार के किरदार में पंकज त्रिपाठी खूब जमे हैं\r\n',pos
' छेदी लाल को अंजाम तक पहुंचाने वाले चुलबुल ने अब कानपुर में आतंक की पहचान बन चुके बच्चा सिंह (प्रकाश राज) और उसके दोनों भाइयों के आतंक को खत्म करने की मुहिम संभाली है\r\n',pos
' छोटी सी साफ सुथरी कहानी होने के बावजूद फिल्म की रफ्तार सुस्त नहीं पड़ती\r\n',pos
' छोटे शहर के दबंग छोकरे,  जो करते पहले हैं और सोचते बाद में हैं, का किरदार उन्होंने पूरी ऊर्जा और त्रीवता के साथ पेश किया है\r\n',pos
' छोटे शहर में मिडिल क्लास फैमिली के यंगस्टर्स इस लव ट्राइएंगल को खूब एंजॉय करेंगे\r\n',pos
' अनुष्का शर्मा नै‍सर्गिक अभिनेत्री हैं और उनका चुलबुलापन किरदार को नए आयाम देता है\r\n',pos
' जख्मी जॉर्ज को पेपी अपने घर लाती हैं और फिर एक बार फिल्म में काम करने के लिए मनाती हैं\r\n',pos
' जब उन्हें अर्जुन के स्केटिंग शौक के बारे में पता चलता है तो चारों कचरे में अलग-अलग चीजें चुन कर ऑटो वर्कशॉप के मालिक (रज्जाक खान) की मदद से स्केटिंग शूज बनाते हैं\r\n',pos
' जब मिकी से एली  कहती हैं \' गोरी चमड़ी देखी नहीं कि फिसल गए\r\n',pos
' जयकांत की कविताओं की जबर्दस्त फैन स्मृति (टीया बाजपेयी) अक्सर उसे खत लिखती है\r\n',pos
' जयदीप अहलावत ने एकबार फिर साबित किया कि उन्हें ऐक्टिंग की एबीसी खूब आती है\r\n',pos
' जयदीप साहनी की कसी हुई स्क्रिप्ट को उन्होंने पूरी ईमानदारी के साथ सिल्वर स्क्रीन पर उतारा है\r\n',pos
' जयदेव उसका इलाज कराने के लिए शिमला ले जाता है\r\n',pos
' जयपुर और जोधपुर की खूबसूरत लोकेशन फिल्म का प्लस पॉइंट है\r\n',pos
' जरीना वहाब और मिनी माथुर ने काफी सधी हुई ऐक्टिंग की\r\n',pos
' जहां हॉलिवुड डायरेक्टर क्रैग की इस फिल्म में खेलों में धीरे-धीरे एंट्री करती पैसे की ताकत नजर आती है, तो वहीं अमोल की फिल्म \'कुछ भी मुश्किल नहीं\' का मेसेज देती है\r\n',pos
'  उनकी फिल्में न सिर्फ कथ्य और शैली की वजह से अलग होती हैं बल्कि वे कैमरे का भी ऐसा इस्तेमाल करते हैं जो दृश्यों को लाजवाब बना देता है\r\n',pos
' अनोखी को लगता है कि दीनानाथ के साथ रहने में ही फायदा है\r\n',pos
' जिंदगी से टूट चुके मंदाल को एकबार फिर नए सिरे से जीने के लिए प्रेरित करना और उसकी रूठी खुशियों को वापस लौटाना अब आर\r\n',pos
